id,name,category,action,archetype,domain,intent,workflow_1,workflow_2,workflow_3,workflow_4,input_hint
"creativity-catalyst","Creativity Catalyst","thinking & planning","catalyst","coach","Creativity","Catalyst gives targeted Creativity guidance with next actions.","Assess creativity baseline","Find leverage points","Design short feedback loops","Set follow-up actions","Describe current state, challenge, and desired outcome."
"decision-dice","Decision Dice","thinking & planning","dice","coach","Decision","Dice gives targeted Decision guidance with next actions.","Assess decision baseline","Find leverage points","Design short feedback loops","Set follow-up actions","Describe current state, challenge, and desired outcome."
"excuse-eliminator","Excuse Eliminator","thinking & planning","eliminator","coach","Excuse","Eliminator gives targeted Excuse guidance with next actions.","Assess excuse baseline","Find leverage points","Design short feedback loops","Set follow-up actions","Describe current state, challenge, and desired outcome."
"fear-factorizer","Fear Factorizer","thinking & planning","factorizer","coach","Fear","Factorizer gives targeted Fear guidance with next actions.","Assess fear baseline","Find leverage points","Design short feedback loops","Set follow-up actions","Describe current state, challenge, and desired outcome."
"future-fragment","Future Fragment","thinking & planning","fragment","coach","Future","Fragment gives targeted Future guidance with next actions.","Assess future baseline","Find leverage points","Design short feedback loops","Set follow-up actions","Describe current state, challenge, and desired outcome."
"goal-gardener","Goal Gardener","thinking & planning","gardener","coach","Goal","Gardener gives targeted Goal guidance with next actions.","Assess goal baseline","Find leverage points","Design short feedback loops","Set follow-up actions","Describe current state, challenge, and desired outcome."
"idea-incubator","Idea Incubator","thinking & planning","incubator","coach","Idea","Incubator gives targeted Idea guidance with next actions.","Assess idea baseline","Find leverage points","Design short feedback loops","Set follow-up actions","Describe current state, challenge, and desired outcome."
"identity-iterator","Identity Iterator","thinking & planning","iterator","coach","Identity","Iterator gives targeted Identity guidance with next actions.","Assess identity baseline","Find leverage points","Design short feedback loops","Set follow-up actions","Describe current state, challenge, and desired outcome."
"impulse-interval","⏸️ Impulse Interval","thinking & planning","interval","coach","Impulse","Interval gives targeted Impulse guidance with next actions.","Assess impulse baseline","Find leverage points","Design short feedback loops","Set follow-up actions","Describe current state, challenge, and desired outcome."
"innovation-catalyst","Innovation Catalyst","thinking & planning","catalyst","coach","Innovation","Catalyst gives targeted Innovation guidance with next actions.","Assess innovation baseline","Find leverage points","Design short feedback loops","Set follow-up actions","Describe current state, challenge, and desired outcome."
"insight-incubator","Insight Incubator","thinking & planning","incubator","coach","Insight","Incubator gives targeted Insight guidance with next actions.","Assess insight baseline","Find leverage points","Design short feedback loops","Set follow-up actions","Describe current state, challenge, and desired outcome."
"intention-architect","Intention Architect","thinking & planning","architect","plan","Intention","Architect structures Intention input into a practical step-by-step plan.","Define intention objective","Split work into phases","Order by dependency and impact","Assign clear execution steps","Describe goal, constraints, and deadline."
"intuition-amplifier","🎯 Intuition Amplifier","thinking & planning","amplifier","coach","Intuition","Amplifier gives targeted Intuition guidance with next actions.","Assess intuition baseline","Find leverage points","Design short feedback loops","Set follow-up actions","Describe current state, challenge, and desired outcome."
"metacognition-mirror","Metacognition Mirror","thinking & planning","mirror","coach","Metacognition","Mirror gives targeted Metacognition guidance with next actions.","Assess metacognition baseline","Find leverage points","Design short feedback loops","Set follow-up actions","Describe current state, challenge, and desired outcome."
"mind-maze-mapper","🧠 Mind Maze Mapper","thinking & planning","mapper","explore","Mind Maze","Mapper explores Mind Maze options and prioritizes the strongest paths.","Frame mind maze search","Score candidate options","Highlight tradeoffs","Prioritize top opportunities","List options, context, and selection criteria."
"opportunity-optimizer","Opportunity Optimizer","thinking & planning","optimizer","optimize","Opportunity","Optimizer optimizes Opportunity workflows for better performance.","Audit opportunity flow","Find bottlenecks","Apply targeted improvements","Measure gains and iterate","Describe current process, bottlenecks, and goals."
"paradox-processor","Paradox Processor","thinking & planning","processor","coach","Paradox","Processor gives targeted Paradox guidance with next actions.","Assess paradox baseline","Find leverage points","Design short feedback loops","Set follow-up actions","Describe current state, challenge, and desired outcome."
"pattern-predictor","Pattern Predictor","thinking & planning","simulator","simulate","Pattern","Simulator models Pattern scenarios to compare likely outcomes.","Define pattern assumptions","Model base, upside, downside","Compare scenario deltas","Select robust strategy","Provide assumptions, variables, and possible scenarios."
"perspective-portal","Perspective Portal","thinking & planning","portal","coach","Perspective","Portal gives targeted Perspective guidance with next actions.","Assess perspective baseline","Find leverage points","Design short feedback loops","Set follow-up actions","Describe current state, challenge, and desired outcome."
"possibility-prism","Possibility Prism","thinking & planning","prism","coach","Possibility","Prism gives targeted Possibility guidance with next actions.","Assess possibility baseline","Find leverage points","Design short feedback loops","Set follow-up actions","Describe current state, challenge, and desired outcome."
"priority-prism","Priority Prism","thinking & planning","prism","coach","Priority","Prism gives targeted Priority guidance with next actions.","Assess priority baseline","Find leverage points","Design short feedback loops","Set follow-up actions","Describe current state, challenge, and desired outcome."
"problem-particle-collider","Problem Particle Collider","thinking & planning","collider","coach","Problem Particle","Collider gives targeted Problem Particle guidance with next actions.","Assess problem particle baseline","Find leverage points","Design short feedback loops","Set follow-up actions","Describe current state, challenge, and desired outcome."
"question-queue","❓ Question Queue","thinking & planning","queue","coach","Question","Queue gives targeted Question guidance with next actions.","Assess question baseline","Find leverage points","Design short feedback loops","Set follow-up actions","Describe current state, challenge, and desired outcome."
"reflection-refractor","Reflection Refractor","thinking & planning","refractor","coach","Reflection","Refractor gives targeted Reflection guidance with next actions.","Assess reflection baseline","Find leverage points","Design short feedback loops","Set follow-up actions","Describe current state, challenge, and desired outcome."
"reflection-ripples","Reflection Ripples","thinking & planning","ripples","coach","Reflection","Ripples gives targeted Reflection guidance with next actions.","Assess reflection baseline","Find leverage points","Design short feedback loops","Set follow-up actions","Describe current state, challenge, and desired outcome."
"regret-refinery","⚗️ Regret Refinery","thinking & planning","refinery","coach","Regret","Refinery gives targeted Regret guidance with next actions.","Assess regret baseline","Find leverage points","Design short feedback loops","Set follow-up actions","Describe current state, challenge, and desired outcome."
"risk-calculator","Risk Calculator","thinking & planning","calculator","quantify","Risk","Calculator turns Risk input into clear metrics and decision-ready numbers.","Collect risk inputs","Normalize values and units","Compute core metrics","Recommend next move","Enter numbers, assumptions, and targets (one per line or sentence)."
"scenario-simulator","Scenario Simulator","thinking & planning","simulator","simulate","Scenario","Simulator models Scenario scenarios to compare likely outcomes.","Define scenario assumptions","Model base, upside, downside","Compare scenario deltas","Select robust strategy","Provide assumptions, variables, and possible scenarios."
"strategic-thinker","Strategic Thinker","thinking & planning","thinker","coach","Strategic","Thinker gives targeted Strategic guidance with next actions.","Assess strategic baseline","Find leverage points","Design short feedback loops","Set follow-up actions","Describe current state, challenge, and desired outcome."
"systems-analyzer","Systems Analyzer","thinking & planning","analyzer","inspect","Systems","Analyzer reviews Systems input, highlights signals, and flags risks.","Parse systems context","Identify key patterns","Flag constraints and risks","Propose corrective actions","Paste items, notes, or data to analyze."
"thought-thresher","Thought Thresher","thinking & planning","thresher","coach","Thought","Thresher gives targeted Thought guidance with next actions.","Assess thought baseline","Find leverage points","Design short feedback loops","Set follow-up actions","Describe current state, challenge, and desired outcome."
"thought-untangler","Thought Untangler","thinking & planning","untangler","coach","Thought","Untangler gives targeted Thought guidance with next actions.","Assess thought baseline","Find leverage points","Design short feedback loops","Set follow-up actions","Describe current state, challenge, and desired outcome."
"value-validator","Value Validator","thinking & planning","validator","inspect","Value","Validator reviews Value input, highlights signals, and flags risks.","Parse value context","Identify key patterns","Flag constraints and risks","Propose corrective actions","Paste items, notes, or data to analyze."
"vision-vortex","Vision Vortex","thinking & planning","vortex","coach","Vision","Vortex gives targeted Vision guidance with next actions.","Assess vision baseline","Find leverage points","Design short feedback loops","Set follow-up actions","Describe current state, challenge, and desired outcome."
"wisdom-weaver","Wisdom Weaver","thinking & planning","weaver","coach","Wisdom","Weaver gives targeted Wisdom guidance with next actions.","Assess wisdom baseline","Find leverage points","Design short feedback loops","Set follow-up actions","Describe current state, challenge, and desired outcome."
"worry-window","Worry Window","thinking & planning","window","coach","Worry","Window gives targeted Worry guidance with next actions.","Assess worry baseline","Find leverage points","Design short feedback loops","Set follow-up actions","Describe current state, challenge, and desired outcome."
"accommodation-advisor","Accommodation Advisor","travel & adventure","advisor","coach","Accommodation","Advisor gives targeted Accommodation guidance with next actions.","Assess accommodation baseline","Find leverage points","Design short feedback loops","Set follow-up actions","Describe current state, challenge, and desired outcome."
"activity-aggregator","Activity Aggregator","travel & adventure","aggregator","coach","Activity","Aggregator gives targeted Activity guidance with next actions.","Assess activity baseline","Find leverage points","Design short feedback loops","Set follow-up actions","Describe current state, challenge, and desired outcome."
"adventure-planner","Adventure Planner","travel & adventure","planner","plan","Adventure","Planner structures Adventure input into a practical step-by-step plan.","Define adventure objective","Split work into phases","Order by dependency and impact","Assign clear execution steps","Describe goal, constraints, and deadline."
"adventure-randomizer","Adventure Randomizer","travel & adventure","randomizer","coach","Adventure","Randomizer gives targeted Adventure guidance with next actions.","Assess adventure baseline","Find leverage points","Design short feedback loops","Set follow-up actions","Describe current state, challenge, and desired outcome."
"bucket-list-builder","Bucket List Builder","travel & adventure","builder","plan","Bucket List","Builder structures Bucket List input into a practical step-by-step plan.","Define bucket list objective","Split work into phases","Order by dependency and impact","Assign clear execution steps","Describe goal, constraints, and deadline."
"budget-backpacker","Budget Backpacker","travel & adventure","backpacker","coach","Budget","Backpacker gives targeted Budget guidance with next actions.","Assess budget baseline","Find leverage points","Design short feedback loops","Set follow-up actions","Describe current state, challenge, and desired outcome."
"cultural-guide","Cultural Guide","travel & adventure","guide","coach","Cultural","Guide gives targeted Cultural guidance with next actions.","Assess cultural baseline","Find leverage points","Design short feedback loops","Set follow-up actions","Describe current state, challenge, and desired outcome."
"culture-compass","Culture Compass","travel & adventure","navigator","explore","Culture","Navigator explores Culture options and prioritizes the strongest paths.","Frame culture search","Score candidate options","Highlight tradeoffs","Prioritize top opportunities","List options, context, and selection criteria."
"currency-converter-plus","Currency Converter Plus","travel & adventure","converter","quantify","Currency","Converter turns Currency input into clear metrics and decision-ready numbers.","Collect currency inputs","Normalize values and units","Compute core metrics","Recommend next move","Enter numbers, assumptions, and targets (one per line or sentence)."
"document-organizer","Document Organizer","travel & adventure","organizer","plan","Document","Organizer structures Document input into a practical step-by-step plan.","Define document objective","Split work into phases","Order by dependency and impact","Assign clear execution steps","Describe goal, constraints, and deadline."
"eco-explorer","Eco Explorer","travel & adventure","explorer","coach","Eco","Explorer gives targeted Eco guidance with next actions.","Assess eco baseline","Find leverage points","Design short feedback loops","Set follow-up actions","Describe current state, challenge, and desired outcome."
"flight-calculator","Flight Calculator","travel & adventure","calculator","quantify","Flight","Calculator turns Flight input into clear metrics and decision-ready numbers.","Collect flight inputs","Normalize values and units","Compute core metrics","Recommend next move","Enter numbers, assumptions, and targets (one per line or sentence)."
"itinerary-architect","Itinerary Architect","travel & adventure","architect","plan","Itinerary","Architect structures Itinerary input into a practical step-by-step plan.","Define itinerary objective","Split work into phases","Order by dependency and impact","Assign clear execution steps","Describe goal, constraints, and deadline."
"jet-lag-adjuster","Jet Lag Adjuster","travel & adventure","adjuster","coach","Jet Lag","Adjuster gives targeted Jet Lag guidance with next actions.","Assess jet lag baseline","Find leverage points","Design short feedback loops","Set follow-up actions","Describe current state, challenge, and desired outcome."
"language-helper","Language Helper","travel & adventure","assistant","coach","Language","Assistant gives targeted Language guidance with next actions.","Assess language baseline","Find leverage points","Design short feedback loops","Set follow-up actions","Describe current state, challenge, and desired outcome."
"local-lingo","Local Lingo","travel & adventure","lingo","coach","Local","Lingo gives targeted Local guidance with next actions.","Assess local baseline","Find leverage points","Design short feedback loops","Set follow-up actions","Describe current state, challenge, and desired outcome."
"memory-mapper","Memory Mapper","travel & adventure","mapper","explore","Memory","Mapper explores Memory options and prioritizes the strongest paths.","Frame memory search","Score candidate options","Highlight tradeoffs","Prioritize top opportunities","List options, context, and selection criteria."
"packing-list-pro","Packing List Pro","travel & adventure","pro","coach","Packing List","Pro gives targeted Packing List guidance with next actions.","Assess packing list baseline","Find leverage points","Design short feedback loops","Set follow-up actions","Describe current state, challenge, and desired outcome."
"photo-journal","Photo Journal","travel & adventure","journal","coach","Photo","Journal gives targeted Photo guidance with next actions.","Assess photo baseline","Find leverage points","Design short feedback loops","Set follow-up actions","Describe current state, challenge, and desired outcome."
"restaurant-roulette","Restaurant Roulette","travel & adventure","roulette","coach","Restaurant","Roulette gives targeted Restaurant guidance with next actions.","Assess restaurant baseline","Find leverage points","Design short feedback loops","Set follow-up actions","Describe current state, challenge, and desired outcome."
"safety-scout","Safety Scout","travel & adventure","scout","coach","Safety","Scout gives targeted Safety guidance with next actions.","Assess safety baseline","Find leverage points","Design short feedback loops","Set follow-up actions","Describe current state, challenge, and desired outcome."
"souvenir-selector","Souvenir Selector","travel & adventure","finder","explore","Souvenir","Finder explores Souvenir options and prioritizes the strongest paths.","Frame souvenir search","Score candidate options","Highlight tradeoffs","Prioritize top opportunities","List options, context, and selection criteria."
"timezone-translator","Timezone Translator","travel & adventure","converter","quantify","Timezone","Converter turns Timezone input into clear metrics and decision-ready numbers.","Collect timezone inputs","Normalize values and units","Compute core metrics","Recommend next move","Enter numbers, assumptions, and targets (one per line or sentence)."
"transport-planner","Transport Planner","travel & adventure","planner","plan","Transport","Planner structures Transport input into a practical step-by-step plan.","Define transport objective","Split work into phases","Order by dependency and impact","Assign clear execution steps","Describe goal, constraints, and deadline."
"travel-game-collection","Travel Game Collection","travel & adventure","collection","coach","Travel Game","Collection gives targeted Travel Game guidance with next actions.","Assess travel game baseline","Find leverage points","Design short feedback loops","Set follow-up actions","Describe current state, challenge, and desired outcome."
"travel-journal-prompts","Travel Journal Prompts","travel & adventure","prompts","coach","Travel Journal","Prompts gives targeted Travel Journal guidance with next actions.","Assess travel journal baseline","Find leverage points","Design short feedback loops","Set follow-up actions","Describe current state, challenge, and desired outcome."
"travel-optimizer","Travel Optimizer","travel & adventure","optimizer","optimize","Travel","Optimizer optimizes Travel workflows for better performance.","Audit travel flow","Find bottlenecks","Apply targeted improvements","Measure gains and iterate","Describe current process, bottlenecks, and goals."
"travel-safety","Travel Safety","travel & adventure","safety","coach","Travel","Safety gives targeted Travel guidance with next actions.","Assess travel baseline","Find leverage points","Design short feedback loops","Set follow-up actions","Describe current state, challenge, and desired outcome."
"travel-tracker","Travel Tracker","travel & adventure","tracker","inspect","Travel","Tracker reviews Travel input, highlights signals, and flags risks.","Parse travel context","Identify key patterns","Flag constraints and risks","Propose corrective actions","Paste items, notes, or data to analyze."
"weather-window","Weather Window","travel & adventure","window","coach","Weather","Window gives targeted Weather guidance with next actions.","Assess weather baseline","Find leverage points","Design short feedback loops","Set follow-up actions","Describe current state, challenge, and desired outcome."
"accessibility-checker","Accessibility Checker","visual & design","checker","inspect","Accessibility","Checker reviews Accessibility input, highlights signals, and flags risks.","Parse accessibility context","Identify key patterns","Flag constraints and risks","Propose corrective actions","Paste items, notes, or data to analyze."
"animation-architect","Animation Architect","visual & design","architect","plan","Animation","Architect structures Animation input into a practical step-by-step plan.","Define animation objective","Split work into phases","Order by dependency and impact","Assign clear execution steps","Describe goal, constraints, and deadline."
"blur-builder","Blur Builder","visual & design","builder","plan","Blur","Builder structures Blur input into a practical step-by-step plan.","Define blur objective","Split work into phases","Order by dependency and impact","Assign clear execution steps","Describe goal, constraints, and deadline."
"brand-consistency","Brand Consistency","visual & design","consistency","coach","Brand","Consistency gives targeted Brand guidance with next actions.","Assess brand baseline","Find leverage points","Design short feedback loops","Set follow-up actions","Describe current state, challenge, and desired outcome."
"color-analyzer","Color Analyzer","visual & design","analyzer","inspect","Color","Analyzer reviews Color input, highlights signals, and flags risks.","Parse color context","Identify key patterns","Flag constraints and risks","Propose corrective actions","Paste items, notes, or data to analyze."
"color-compass","Color Compass","visual & design","navigator","explore","Color","Navigator explores Color options and prioritizes the strongest paths.","Frame color search","Score candidate options","Highlight tradeoffs","Prioritize top opportunities","List options, context, and selection criteria."
"composition-compass","Composition Compass","visual & design","navigator","explore","Composition","Navigator explores Composition options and prioritizes the strongest paths.","Frame composition search","Score candidate options","Highlight tradeoffs","Prioritize top opportunities","List options, context, and selection criteria."
"contrast-calculator","Contrast Calculator","visual & design","calculator","quantify","Contrast","Calculator turns Contrast input into clear metrics and decision-ready numbers.","Collect contrast inputs","Normalize values and units","Compute core metrics","Recommend next move","Enter numbers, assumptions, and targets (one per line or sentence)."
"filter-factory","Filter Factory","visual & design","factory","coach","Filter","Factory gives targeted Filter guidance with next actions.","Assess filter baseline","Find leverage points","Design short feedback loops","Set follow-up actions","Describe current state, challenge, and desired outcome."
"font-finder","Font Finder","visual & design","finder","explore","Font","Finder explores Font options and prioritizes the strongest paths.","Frame font search","Score candidate options","Highlight tradeoffs","Prioritize top opportunities","List options, context, and selection criteria."
"golden-ratio-guide","Golden Ratio Guide","visual & design","guide","coach","Golden Ratio","Guide gives targeted Golden Ratio guidance with next actions.","Assess golden ratio baseline","Find leverage points","Design short feedback loops","Set follow-up actions","Describe current state, challenge, and desired outcome."
"gradient-generator","Gradient Generator","visual & design","generator","generate","Gradient","Generator creates concrete Gradient outputs you can use immediately.","Interpret gradient direction","Generate option set","Refine top candidates","Return usable outputs","Describe style, constraints, and desired output."
"grid-generator","Grid Generator","visual & design","generator","generate","Grid","Generator creates concrete Grid outputs you can use immediately.","Interpret grid direction","Generate option set","Refine top candidates","Return usable outputs","Describe style, constraints, and desired output."
"icon-inventor","Icon Inventor","visual & design","inventor","coach","Icon","Inventor gives targeted Icon guidance with next actions.","Assess icon baseline","Find leverage points","Design short feedback loops","Set follow-up actions","Describe current state, challenge, and desired outcome."
"layout-optimizer","Layout Optimizer","visual & design","optimizer","optimize","Layout","Optimizer optimizes Layout workflows for better performance.","Audit layout flow","Find bottlenecks","Apply targeted improvements","Measure gains and iterate","Describe current process, bottlenecks, and goals."
"logo-laboratory","Logo Laboratory","visual & design","creator","generate","Logo","Creator creates concrete Logo outputs you can use immediately.","Interpret logo direction","Generate option set","Refine top candidates","Return usable outputs","Describe style, constraints, and desired output."
"mockup-maker","Mockup Maker","visual & design","maker","generate","Mockup","Maker creates concrete Mockup outputs you can use immediately.","Interpret mockup direction","Generate option set","Refine top candidates","Return usable outputs","Describe style, constraints, and desired output."
"mood-board-maker","Mood Board Maker","visual & design","maker","generate","Mood Board","Maker creates concrete Mood Board outputs you can use immediately.","Interpret mood board direction","Generate option set","Refine top candidates","Return usable outputs","Describe style, constraints, and desired output."
"palette-physician","Palette Physician","visual & design","physician","coach","Palette","Physician gives targeted Palette guidance with next actions.","Assess palette baseline","Find leverage points","Design short feedback loops","Set follow-up actions","Describe current state, challenge, and desired outcome."
"pattern-painter","Pattern Painter","visual & design","painter","coach","Pattern","Painter gives targeted Pattern guidance with next actions.","Assess pattern baseline","Find leverage points","Design short feedback loops","Set follow-up actions","Describe current state, challenge, and desired outcome."
"shadow-sculptor","Shadow Sculptor","visual & design","designer","generate","Shadow","Designer creates concrete Shadow outputs you can use immediately.","Interpret shadow direction","Generate option set","Refine top candidates","Return usable outputs","Describe style, constraints, and desired output."
"shape-shifter","Shape Shifter","visual & design","shifter","coach","Shape","Shifter gives targeted Shape guidance with next actions.","Assess shape baseline","Find leverage points","Design short feedback loops","Set follow-up actions","Describe current state, challenge, and desired outcome."
"spacing-specialist","Spacing Specialist","visual & design","specialist","coach","Spacing","Specialist gives targeted Spacing guidance with next actions.","Assess spacing baseline","Find leverage points","Design short feedback loops","Set follow-up actions","Describe current state, challenge, and desired outcome."
"style-guide-generator","Style Guide Generator","visual & design","generator","generate","Style","Generator creates concrete Style outputs you can use immediately.","Interpret style direction","Generate option set","Refine top candidates","Return usable outputs","Describe style, constraints, and desired output."
"symmetry-studio","Symmetry Studio","visual & design","creator","generate","Symmetry","Creator creates concrete Symmetry outputs you can use immediately.","Interpret symmetry direction","Generate option set","Refine top candidates","Return usable outputs","Describe style, constraints, and desired output."
"texture-treasury","Texture Treasury","visual & design","treasury","coach","Texture","Treasury gives targeted Texture guidance with next actions.","Assess texture baseline","Find leverage points","Design short feedback loops","Set follow-up actions","Describe current state, challenge, and desired outcome."
"transition-designer","Transition Designer","visual & design","designer","generate","Transition","Designer creates concrete Transition outputs you can use immediately.","Interpret transition direction","Generate option set","Refine top candidates","Return usable outputs","Describe style, constraints, and desired output."
"typography-tuner","Typography Tuner","visual & design","tuner","coach","Typography","Tuner gives targeted Typography guidance with next actions.","Assess typography baseline","Find leverage points","Design short feedback loops","Set follow-up actions","Describe current state, challenge, and desired outcome."
"ui-designer","Ui Designer","visual & design","designer","generate","Ui","Designer creates concrete Ui outputs you can use immediately.","Interpret ui direction","Generate option set","Refine top candidates","Return usable outputs","Describe style, constraints, and desired output."
"wireframe-workshop","Wireframe Workshop","visual & design","creator","generate","Wireframe","Creator creates concrete Wireframe outputs you can use immediately.","Interpret wireframe direction","Generate option set","Refine top candidates","Return usable outputs","Describe style, constraints, and desired output."
"acronym-archaeologist","Acronym Archaeologist","writing & language","archaeologist","coach","Acronym","Archaeologist gives targeted Acronym guidance with next actions.","Assess acronym baseline","Find leverage points","Design short feedback loops","Set follow-up actions","Describe current state, challenge, and desired outcome."
"announcement-architect","Announcement Architect","writing & language","architect","plan","Announcement","Architect structures Announcement input into a practical step-by-step plan.","Define announcement objective","Split work into phases","Order by dependency and impact","Assign clear execution steps","Describe goal, constraints, and deadline."
"bio-builder","Bio Builder","writing & language","builder","plan","Bio","Builder structures Bio input into a practical step-by-step plan.","Define bio objective","Split work into phases","Order by dependency and impact","Assign clear execution steps","Describe goal, constraints, and deadline."
"blog-builder","Blog Builder","writing & language","builder","plan","Blog","Builder structures Blog input into a practical step-by-step plan.","Define blog objective","Split work into phases","Order by dependency and impact","Assign clear execution steps","Describe goal, constraints, and deadline."
"brevity-booster","Brevity Booster","writing & language","optimizer","optimize","Brevity","Optimizer optimizes Brevity workflows for better performance.","Audit brevity flow","Find bottlenecks","Apply targeted improvements","Measure gains and iterate","Describe current process, bottlenecks, and goals."
"caption-creator","Caption Creator","writing & language","creator","generate","Caption","Creator creates concrete Caption outputs you can use immediately.","Interpret caption direction","Generate option set","Refine top candidates","Return usable outputs","Describe style, constraints, and desired output."
"character-creator","Character Creator","writing & language","creator","generate","Character","Creator creates concrete Character outputs you can use immediately.","Interpret character direction","Generate option set","Refine top candidates","Return usable outputs","Describe style, constraints, and desired output."
"citation-creator","Citation Creator","writing & language","creator","generate","Citation","Creator creates concrete Citation outputs you can use immediately.","Interpret citation direction","Generate option set","Refine top candidates","Return usable outputs","Describe style, constraints, and desired output."
"clarity-checker","Clarity Checker","writing & language","checker","inspect","Clarity","Checker reviews Clarity input, highlights signals, and flags risks.","Parse clarity context","Identify key patterns","Flag constraints and risks","Propose corrective actions","Paste items, notes, or data to analyze."
"comma-composer","Comma Composer","writing & language","composer","coach","Comma","Composer gives targeted Comma guidance with next actions.","Assess comma baseline","Find leverage points","Design short feedback loops","Set follow-up actions","Describe current state, challenge, and desired outcome."
"conclusion-crafter","Conclusion Crafter","writing & language","crafter","coach","Conclusion","Crafter gives targeted Conclusion guidance with next actions.","Assess conclusion baseline","Find leverage points","Design short feedback loops","Set follow-up actions","Describe current state, challenge, and desired outcome."
"description-designer","Description Designer","writing & language","designer","generate","Description","Designer creates concrete Description outputs you can use immediately.","Interpret description direction","Generate option set","Refine top candidates","Return usable outputs","Describe style, constraints, and desired output."
"dialogue-designer","Dialogue Designer","writing & language","designer","generate","Dialogue","Designer creates concrete Dialogue outputs you can use immediately.","Interpret dialogue direction","Generate option set","Refine top candidates","Return usable outputs","Describe style, constraints, and desired output."
"editing-engine","Editing Engine","writing & language","engine","coach","Editing","Engine gives targeted Editing guidance with next actions.","Assess editing baseline","Find leverage points","Design short feedback loops","Set follow-up actions","Describe current state, challenge, and desired outcome."
"email-engineer","Email Engineer","writing & language","engineer","coach","Email","Engineer gives targeted Email guidance with next actions.","Assess email baseline","Find leverage points","Design short feedback loops","Set follow-up actions","Describe current state, challenge, and desired outcome."
"emotion-encoder","Emotion Encoder","writing & language","encoder","coach","Emotion","Encoder gives targeted Emotion guidance with next actions.","Assess emotion baseline","Find leverage points","Design short feedback loops","Set follow-up actions","Describe current state, challenge, and desired outcome."
"grammar-guardian","Grammar Guardian","writing & language","validator","inspect","Grammar","Validator reviews Grammar input, highlights signals, and flags risks.","Parse grammar context","Identify key patterns","Flag constraints and risks","Propose corrective actions","Paste items, notes, or data to analyze."
"headline-herald","Headline Herald","writing & language","herald","coach","Headline","Herald gives targeted Headline guidance with next actions.","Assess headline baseline","Find leverage points","Design short feedback loops","Set follow-up actions","Describe current state, challenge, and desired outcome."
"hook-hunter","Hook Hunter","writing & language","hunter","coach","Hook","Hunter gives targeted Hook guidance with next actions.","Assess hook baseline","Find leverage points","Design short feedback loops","Set follow-up actions","Describe current state, challenge, and desired outcome."
"humor-harmonizer","Humor Harmonizer","writing & language","harmonizer","coach","Humor","Harmonizer gives targeted Humor guidance with next actions.","Assess humor baseline","Find leverage points","Design short feedback loops","Set follow-up actions","Describe current state, challenge, and desired outcome."
"idiom-interpreter","Idiom Interpreter","writing & language","interpreter","coach","Idiom","Interpreter gives targeted Idiom guidance with next actions.","Assess idiom baseline","Find leverage points","Design short feedback loops","Set follow-up actions","Describe current state, challenge, and desired outcome."
"instruction-illustrator","Instruction Illustrator","writing & language","illustrator","coach","Instruction","Illustrator gives targeted Instruction guidance with next actions.","Assess instruction baseline","Find leverage points","Design short feedback loops","Set follow-up actions","Describe current state, challenge, and desired outcome."
"journal-journey","Journal Journey","writing & language","journey","coach","Journal","Journey gives targeted Journal guidance with next actions.","Assess journal baseline","Find leverage points","Design short feedback loops","Set follow-up actions","Describe current state, challenge, and desired outcome."
"language-translator","Language Translator","writing & language","converter","quantify","Language","Converter turns Language input into clear metrics and decision-ready numbers.","Collect language inputs","Normalize values and units","Compute core metrics","Recommend next move","Enter numbers, assumptions, and targets (one per line or sentence)."
"letter-lab","Letter Lab","writing & language","creator","generate","Letter","Creator creates concrete Letter outputs you can use immediately.","Interpret letter direction","Generate option set","Refine top candidates","Return usable outputs","Describe style, constraints, and desired output."
"lyric-laboratory","Lyric Laboratory","writing & language","creator","generate","Lyric","Creator creates concrete Lyric outputs you can use immediately.","Interpret lyric direction","Generate option set","Refine top candidates","Return usable outputs","Describe style, constraints, and desired output."
"metaphor-maker","Metaphor Maker","writing & language","maker","generate","Metaphor","Maker creates concrete Metaphor outputs you can use immediately.","Interpret metaphor direction","Generate option set","Refine top candidates","Return usable outputs","Describe style, constraints, and desired output."
"newsletter-navigator","Newsletter Navigator","writing & language","navigator","explore","Newsletter","Navigator explores Newsletter options and prioritizes the strongest paths.","Frame newsletter search","Score candidate options","Highlight tradeoffs","Prioritize top opportunities","List options, context, and selection criteria."
"outline-oracle","Outline Oracle","writing & language","advisor","coach","Outline","Advisor gives targeted Outline guidance with next actions.","Assess outline baseline","Find leverage points","Design short feedback loops","Set follow-up actions","Describe current state, challenge, and desired outcome."
"paragraph-painter","Paragraph Painter","writing & language","painter","coach","Paragraph","Painter gives targeted Paragraph guidance with next actions.","Assess paragraph baseline","Find leverage points","Design short feedback loops","Set follow-up actions","Describe current state, challenge, and desired outcome."
"persuasion-palette","Persuasion Palette","writing & language","palette","coach","Persuasion","Palette gives targeted Persuasion guidance with next actions.","Assess persuasion baseline","Find leverage points","Design short feedback loops","Set follow-up actions","Describe current state, challenge, and desired outcome."
"plot-planner","Plot Planner","writing & language","planner","plan","Plot","Planner structures Plot input into a practical step-by-step plan.","Define plot objective","Split work into phases","Order by dependency and impact","Assign clear execution steps","Describe goal, constraints, and deadline."
"poem-processor","Poem Processor","writing & language","processor","coach","Poem","Processor gives targeted Poem guidance with next actions.","Assess poem baseline","Find leverage points","Design short feedback loops","Set follow-up actions","Describe current state, challenge, and desired outcome."
